family,param,value,xi,N,n_points,spacing,n_seeds,I_max,floor_fraction,diameter,stress_flat,distortion_flat,stress_hyp,distortion_hyp,curvature_radius,hyperbolic_advantage,delta,delta_rel,slope_log,intercept_log,r2_log,slope_lin,intercept_lin,r2_lin,scatter,n_pairs,xi_over_L
kitaev_tfim,g,0.5,1.4426950408889634,200,24,2,1,0.026807187755509165,0.43478260869565216,24.01193588833651,0.08689879902264408,1.8815312543306324,0.08513618465289115,1.8557800801193927,19.41987251816972,0.0017626143697529323,7.895289289656919,0.3288068619861656,9.73452177183139,-8.144191566306496,0.9359061035411012,0.6593380152771832,5.422256750661753,0.7293857260168333,9.863377069209977e-17,276.0,0.031362935671499205
kitaev_tfim,g,0.6,1.9576151889712174,200,24,2,1,0.03557062547626244,0.2826086956521739,24.2947860071284,0.06928672777695266,1.7408007217798283,0.06928678208857521,1.7408020104355024,6207.4776080239235,-5.4311622546543425e-08,7.699448400823364,0.31691772870789015,9.803593144529987,-9.99026239304259,0.9459599857639973,0.7143324925286827,2.8338444372104177,0.8531806683399557,8.748064920025085e-17,276.0,0.042556851934156904
kitaev_tfim,g,0.7,2.8036732520571284,200,24,2,1,0.04326158445637862,0.13043478260869565,24.490530883161636,0.05635544501090725,1.485930680631178,0.05635547625119358,1.4859232514245302,7058.933866450018,-3.124028633005871e-08,5.726216700525546,0.23381349827996512,8.960239692510385,-10.282568120298695,0.9215333770096493,0.7018363034877457,0.6224421612551672,0.9604648187594101,8.570339721555989e-17,276.0,0.06094941852298105
kitaev_tfim,g,0.8,4.481420117724551,200,24,2,1,0.048160908901974775,0.0,23.55621849907852,0.03286640960659519,1.2341474041995297,0.03233303389556478,1.2340060449152326,6.967109487574814,0.0005333757110304108,1.0432581724891374,0.04428801560530388,6.586729582588935,-7.613899688207539,0.9020582528255092,0.5303262733030755,0.16241134615315647,0.9933886466373305,7.574255988904443e-17,276.0,0.09742217647227285
kitaev_tfim,g,0.85,6.153129380622034,200,24,2,1,0.04883160980773282,0.0,18.336920718919373,0.03805802791030525,1.2177180631989732,0.03446390364755371,1.214132838585322,3.821438929133139,0.00359412426275154,0.8921486005948491,0.048653130712091826,5.166786854869065,-5.722945052983285,0.917879433302415,0.4113004878953512,0.45531127799152915,0.9881001955991464,4.630817309626424e-17,276.0,0.13376368218743553
kitaev_tfim,g,0.9,9.491221581029905,200,24,2,1,0.04778277008452769,0.0,13.497936066983765,0.051607321779822614,1.3344369738194675,0.03912783643662062,1.191622093571546,2.3960656806333933,0.012479485343201993,0.839007252551105,0.06215818836209591,3.8550994253826016,-3.9504759768003503,0.9426072894863787,0.3008292723449194,0.7602244112033304,0.9750745089336882,7.659570502784181e-17,276.0,0.2063309039354327
kitaev_tfim,g,0.93,13.779667258736438,200,24,2,1,0.04610180938253672,0.0,10.806059026872905,0.06652097691253431,1.4658910936306866,0.044073297435322595,1.1814751508169363,1.8663874353813656,0.022447679477211713,0.8152427801296618,0.07544311743090483,3.131240555181865,-2.9495325282626363,0.9637422916534589,0.23936513195418438,0.9596299481500213,0.9567265253468191,7.051719001431769e-17,276.0,0.29955798388557475
kitaev_tfim,g,0.95,19.495725746223673,200,24,2,1,0.04444577930155014,0.0,9.13498270131681,0.08024085879786744,1.6078995694800737,0.04874081766324871,1.1774714557462311,1.604516667486443,0.031500041134618725,0.7346706806964098,0.08042387213174546,2.68789074744553,-2.3194178495539717,0.9800138344411691,0.20130694518884726,1.1056940207630557,0.9338228313627828,2.6301512506820568e-17,276.0,0.42382012491790594
kitaev_tfim,g,0.97,32.83079510529056,200,24,2,1,0.04228022436588508,0.0,7.630400005231894,0.09645459369668477,1.761185435709693,0.05459274845901872,1.1780697251357335,1.415307147147196,0.04186184523766605,0.7166553827310067,0.09392107651494307,2.3000538017120244,-1.7454935016612436,0.9945343058862545,0.16739535246449425,1.2664895356967396,0.8948877434220395,5.59525076944015e-17,276.0,0.7137129370715339
kitaev_tfim,g,0.98,49.49831645250911,200,24,2,1,0.040969078147477855,0.0,6.995196123765567,0.10422476469290376,1.8274086025448484,0.05762478626469629,1.1801265083884687,1.3573696143018321,0.04659997842820747,0.7068961871336339,0.1010545200772879,2.1455811991861573,-1.5034588702015659,0.9986902931414942,0.1534739481466164,1.350889098534003,0.8680569907497946,9.857777335482342e-17,276.0,1.0760503576632414
kitaev_tfim,g,0.99,99.49916247342207,200,24,2,1,0.039459284863209265,0.0,6.531548484839963,0.10942582587150124,1.8639534348544666,0.05986748992922196,1.1825775064095885,1.3400714138679872,0.04955833594227928,0.7238524751874751,0.11082402233828187,2.046049050268376,-1.3332662344726052,0.9995722166236705,0.1440066479572464,1.427799365532588,0.8411726942468515,6.945318286256478e-17,276.0,2.1630252711613496
kitaev_tfim,g,0.995,199.49958228835612,200,24,2,1,0.03859415305544878,0.0,6.433503069566474,0.10980770701057857,1.8610671309226996,0.060146646980990995,1.1830450203379592,1.3537049669805032,0.049661060029587575,0.7319499406315542,0.11377160043554267,2.03435308498878,-1.3038470256997088,0.9993569761056866,0.14254832677478724,1.4520207539205578,0.8335472474239864,5.585806610296057e-17,276.0,4.33694744105122
kitaev_tfim,g,1.0,inf,200,24,2,1,0.03751565922629463,0.0,6.496141261776635,0.10849511014201299,1.8472793946201047,0.05965486300076574,1.1820818994175566,1.3732350851360264,0.04884024714124725,0.7337622569854485,0.11295355618310111,2.0568292191563624,-1.3322680397108657,0.9995281138319058,0.14434333739685404,1.4503791387533207,0.8362382367704041,6.838079389268636e-17,276.0,inf
kitaev_tfim,g,1.005,200.4995843717173,200,24,2,1,0.036576732687720326,0.0,6.390890861869983,0.11032771737444533,1.8681881725943565,0.0603268496443156,1.1817189021485024,1.3422868778696115,0.050000867730129725,0.7309685493017848,0.11437662840762429,2.0201476557232594,-1.2885556475039468,0.9992781911214048,0.141474700203594,1.449372590300348,0.8325603710881602,4.7261721618032216e-17,276.0,4.358686616776463
kitaev_tfim,g,1.01,100.49917080713044,200,24,2,1,0.03596126709152314,0.0,6.439969677992866,0.1103963753740728,1.877606029613236,0.060199707960644555,1.1801694156837834,1.3151052066579756,0.05019666741342825,0.7203274280230354,0.1118526117420383,2.015300571574259,-1.3024747831524233,0.9994667525457607,0.1417220318189588,1.419104449436446,0.8396560562361775,6.081462187721876e-17,276.0,2.184764582763705
kitaev_tfim,g,1.02,50.4983497918439,200,24,2,1,0.035063133629189225,0.0,6.804472851041684,0.10551249318095912,1.8483731301597577,0.0580371319872158,1.1775797040726328,1.3068019195541785,0.04747536119374332,0.6930857565492419,0.10185737701093754,2.082070644853577,-1.446318786286794,0.998623690218651,0.1488559987904489,1.3247890832608251,0.8671248125705366,6.357893308379628e-17,276.0,1.0977902128661718
kitaev_tfim,g,1.03,33.83087013568215,200,24,2,1,0.03439757333170912,0.0,7.336459995910442,0.09743892875939189,1.7822314011426428,0.054871577196092924,1.1771823687593945,1.341253014648812,0.042567351563298966,0.6821220070954599,0.0929769953732038,2.204326801276072,-1.664640244491335,0.9942564000572801,0.1604857324174803,1.2210309416709284,0.8952766947575878,5.608040827459421e-17,276.0,0.7354536986017858
