lam,L,m,tau0,n_max,chi_op,E_min,E_free_exact,E_hartree_exact,mu_H2,ratio_exact_over_free,ratio_exact_over_hartree,trunc_op_weighted,mpo_variance,dmrg_sweeps,time_s
0.0,16,0.5,0.75,6,16,-0.022942234970825703,-0.02265365013409959,-0.02265365013409959,0.25,1.0127389994556206,1.0127389994556206,0.00018776486294342593,1.3986598049742227e-06,9,284.514995098114
1.0,16,0.5,0.75,6,16,-0.015100750884612824,-0.02265365013409959,-0.015730674218318197,0.44461335298997007,0.6665923943922086,0.9599557320326528,0.00010333670406133042,8.086308063148806e-07,9,291.91669607162476
4.0,16,0.5,0.75,6,16,-0.006565878279922499,-0.02265365013409959,-0.0075215105970971585,0.9087036615929707,0.2898375423410975,0.8729467565274088,0.00012469946310242588,1.0914304664488839e-06,9,303.46422696113586
