label,lam,L,m,n_max,site,T,dt,chi_max,chi,trunc_err,E0,gap_dmrg,gap_dmrg_overlap_with_ground,omega_1,gap_check_dev,weight_min,weight_at_k1,gamma_max_abs,gamma_over_gap_max,fwhm_ratio_max,fwhm_over_gap_max,resid_max,max_dev_from_free,max_dev_from_hartree,rms_dev_from_hartree,time_s
archived_lattice,1.0,16,0.5,6,8,10.0,0.1,32,32,3.577662488691729e-07,11.604743010106933,0.6880308745019637,9.608400892249917e-19,0.6881926270536526,0.00016175255168893177,0.999493120411534,0.999954685695297,0.0002345454603576545,0.0003408136779404481,1.0013262599469497,1.7232838308767415,0.0002096109205836138,0.15522564812137718,0.0034103327953990403,0.0012797727395518022,959.0846216678619
