label,lam,L,m,n_max,site,T,dt,chi_max,chi,trunc_err,E0,gap_dmrg,gap_dmrg_overlap_with_ground,omega_1,gap_check_dev,weight_min,weight_at_k1,gamma_max_abs,gamma_over_gap_max,fwhm_ratio_max,fwhm_over_gap_max,resid_max,max_dev_from_free,max_dev_from_hartree,rms_dev_from_hartree,time_s
archived_lattice,0.0,16,0.5,6,8,10.0,0.1,32,32,3.130206761114323e-08,11.283713962118508,0.5329691610351244,9.365303684186944e-16,0.5329687109234712,-4.5011165317188073e-07,0.9999999999999998,1.0,5.195700627043157e-07,9.748603474377704e-07,1.00132625994695,2.2251798321805,2.02738944927424e-06,1.7319911957969225e-06,1.7319911957969225e-06,9.676271138504804e-07,962.246367931366
