n_max,chi_op,lam,E_min,E_hartree_exact,E_free_exact,ratio_exact_over_hartree_exact,ratio_exact_over_free_exact,ref_consistency,norm_ratio,refcons_over_E_min,refcons_ok,trunc_op_weighted,chi_mpo,dmrg_chi,mpo_variance,time_s,control_lam0,band_lam0,residual,residual_ctrl_normalized,E_keff_over_E_hartree,ratio_exact_over_keff,residual_keff_ctrl_normalized,est_wall_s
8,32,0.0,-0.02316592345734858,-0.02265365013409959,-0.02265365013409959,1.0226132795472942,1.0226132795472942,0.00035987298972928183,0.9279831786269586,0.015534584252246793,True,0.0010872024765612677,128,16,2.4844941574064805e-06,10074.165363311768,1.0226132795472942,0.022613279547294196,-0.022613279547294196,0.0,,,,4248.675
8,32,4.0,-0.007219076229307397,-0.0075215105970971585,-0.02265365013409959,0.9597907409840675,0.3186716571754953,0.004079777709772747,0.876966155965906,0.5651384720402327,False,0.0013824155174351907,128,16,4.4053385628295416e-07,9694.36689901352,1.0226132795472942,0.022613279547294196,0.04020925901593253,0.061433329509507195,1.045182470073791,0.9182996926042064,0.10200687691955934,4248.675
