label,lam,L,m,n_max,site,T,dt,chi_max,chi,trunc_err,E0,gap_dmrg,gap_dmrg_overlap_with_ground,omega_1,gap_check_dev,weight_min,weight_at_k1,gamma_max_abs,gamma_over_gap_max,fwhm_ratio_max,fwhm_over_gap_max,resid_max,max_dev_from_free,max_dev_from_hartree,rms_dev_from_hartree,time_s
archived_lattice,4.0,16,0.5,6,8,10.0,0.1,32,32,2.3539346313479243e-06,12.330630748310826,0.9553616220750936,3.68545560332214e-16,0.955633104775778,0.00027148270068444447,0.9986300721767082,0.9994199266532019,9.80177731848482e-05,0.000102568415320696,1.0013262599469495,1.2410110332128028,0.00016767215923184763,0.4226661258435026,0.015099603488933022,0.009092393942719709,952.9901020526886
