lam,tau0,L,E_min,H_kinetic,H_gradient,H_mass,H_quartic,H_sum,H_audit,H_audit_rel,H_frac_kinetic,H_frac_gradient,H_frac_mass,H_frac_quartic,S_kinetic,S_gradient,S_mass,S_quartic,S_sum,S_sum_rel_dev,S_frac_kinetic,S_frac_gradient,S_frac_mass,S_frac_quartic,quartic_sign,phi2_star,phi2_vac,pi2_star,pi2_vac,phi4_star,phi4_vac,trunc_op_kinetic,trunc_op_gradient,trunc_op_mass,trunc_op_quartic,S_trunc_err,time_s
0.0,0.75,16,-0.022942234970825703,-0.01740128435448307,-0.010325924377723006,0.004772189814180719,0.0,-0.022955018918025358,-1.2783947199654366e-05,-0.0005572232703531702,0.758482526946972,0.45008362920412415,-0.208008932880743,-0.0,-0.017365754305880034,-0.010330351389685723,0.004791316751449891,0.0,-0.022904788944115864,0.0016321873940118357,0.7569338526940835,0.4502765926171633,-0.2088426327052586,-0.0,n/a,0.49617707310792003,0.4369640659856484,0.6453848332985038,0.7014188225942453,0.7390278018958641,0.5728122677790872,0.0005200540710203843,0.0005086393650176616,0.0006187272024465271,0.0,0.40953498814383116,758.1224038600922
1.0,0.75,16,-0.015100750884612824,-0.010728704145565593,-0.007938229754924198,0.0017039142889575531,0.0013184467175904845,-0.015644572893941753,-0.0005438220093289294,-0.03601291177401426,0.7104748782060761,0.5256844388455542,-0.11283639482416644,-0.08731001045344963,-0.010505185366389126,-0.0077332067012477745,0.0017108011511365081,0.0013324892491649598,-0.015195101667335432,-0.006248085505386976,0.6956730461061754,0.5121074283218368,-0.11329245573342708,-0.08823993318919811,+,0.4213046741275693,0.3900528897717944,0.6985626398590719,0.740928229125434,0.5196309462723113,0.4480126962985308,0.0003529028840423292,0.0003357268006945864,0.0004129653309278108,0.0019649709041212257,0.30147231996156315,809.4743189811707
4.0,0.75,16,-0.006565878279922499,-0.003962536928140192,-0.004208026990149105,0.00026007786251372456,0.0006354916225767698,-0.007274994433198803,-0.0007091161532763041,-0.10800019784781545,0.603504475594233,0.6408932378500892,-0.03961052146047313,-0.09678699413603369,-0.0037083715558870554,-0.003995233445451634,0.00028050585310613425,0.0007038665271696741,-0.006719232621062881,-0.023356257091959404,0.5647944414727755,0.6084842385318773,-0.04272175650344911,-0.10720066640924422,+,0.342790210567657,0.3318529008381029,0.7998487804651586,0.8214674542364855,0.3386837903289086,0.3181007965825996,0.0005237344139236267,0.0002892838201898664,0.0004709677094753308,0.002375950663368658,1.1750385302538435,767.3752570152283
