E_min,E_star,E_ref,E_ref_static,ref_consistency,E_free_exact,E_hartree_exact,mu_H2,bound_2d_flanagan,ratio_exact_over_free_exact,ratio_exact_over_hartree_exact,ratio_exact_over_bound2d,n_max,L,m,lam,tau0,dt,order,n_steps,chi_op_allowed,chi_op,chi_acc,chi_mpo,weight_decay,window_pad,trunc_op_weighted,trunc_acc,trunc_real,norm_ratio,h_ref_drift,dmrg_sweeps,dmrg_delta_E,dmrg_chi,dmrg_trunc,dmrg_real,mpo_variance,time_operator_s,time_dmrg_s,dev_vs_gaussian,rel_dev_vs_gaussian,E_gaussian_exact
-0.022942234970825703,0.9096846933825652,0.9326269283533909,0.9324108607458829,0.00021606760750803033,-0.02265365013409959,-0.02265365013409959,0.25,-0.06268773150530625,1.0127389994556206,1.0127389994556206,0.36597647450177295,6,16,0.5,0.0,0.75,0.375,4,8,16,16,32,64,0.25,2,0.00018776486294342593,6.533323226547717e-07,1.1190612243008835e-08,0.9129523097474587,0.006287493439234404,9,1.3578027591165664e-13,12,2.6389988099185596e-07,True,1.3986598049742227e-06,8.573076009750366,31.693691968917847,-0.00028858483672611346,-0.012738999455620566,-0.02265365013409959
-0.023379968969336584,0.9268200665807592,0.9502000355500958,0.9324108607458829,0.017789174804212937,-0.02265365013409959,-0.02265365013409959,0.25,-0.06268773150530625,1.0320618898472214,1.0320618898472214,0.37295924430376887,6,16,0.5,0.0,0.75,0.375,4,8,16,16,32,64,1.0,2,0.08562560126156406,7.068146231912122e-07,8.139640609162358e-12,0.9583940492318688,0.37446616273086253,9,3.3306690738754696e-16,12,2.0453132601466165e-07,True,3.3399880908779878e-06,10.839667081832886,30.053669929504395,-0.0007263188352369943,-0.03206188984722144,-0.02265365013409959
