label,lam,L,m,n_max,site,T,dt,chi_max,chi,trunc_err,E0,gap_dmrg,gap_dmrg_overlap_with_ground,omega_1,gap_check_dev,weight_min,weight_at_k1,gamma_max_abs,gamma_over_gap_max,fwhm_ratio_max,fwhm_over_gap_max,resid_max,max_dev_from_free,max_dev_from_hartree,rms_dev_from_hartree,time_s
lattice_spacing_half,1.0,32,0.25,6,16,20.0,0.1,40,40,3.5480909350515625e-06,21.94674738420257,0.5279827236454473,2.482997746873103e-14,0.5280689007894137,8.617714396641496e-05,0.9993202514650598,0.999998134340055,3.854264928715371e-05,7.298791735233044e-05,1.0026455026455032,1.1273752477475962,0.00020816547233879398,0.2605690786327797,0.006489074625352309,0.0025779338021790135,4090.7655639648438
