E_min,E_star,E_ref,E_ref_static,ref_consistency,E_free_exact,E_hartree_exact,mu_H2,bound_2d_flanagan,ratio_exact_over_free_exact,ratio_exact_over_hartree_exact,ratio_exact_over_bound2d,n_max,L,m,lam,tau0,dt,order,n_steps,chi_op_allowed,chi_op,chi_acc,chi_mpo,weight_decay,window_pad,trunc_op_weighted,trunc_acc,trunc_real,norm_ratio,h_ref_drift,dmrg_sweeps,dmrg_delta_E,dmrg_chi,dmrg_trunc,dmrg_real,mpo_variance,time_operator_s,time_dmrg_s,axis,E_var,family_gap,family_quality,time_s
-0.03396650334400608,0.5877011462869144,0.6216676496309205,0.6216072404972554,6.040913366511802e-05,-0.03392869565974699,-0.03392869565974699,0.25,-0.09403159725795938,1.001114327666417,1.001114327666417,0.361224357923272,6,16,0.5,0.0,0.5,0.25,4,8,16,16,32,64,0.25,2,1.7532990706190205e-05,4.3784769796113986e-08,1.7663757559182831e-10,0.962218115192312,0.0034866439029309637,6,1.6209256159527285e-14,12,1.1589549841214497e-06,True,2.006716236513384e-07,8.414553880691528,24.031230926513672,tau0,-0.028069712634098316,0.005896790709907767,0.8263939431684731,46.83958411216736
-0.01801107795378387,0.6631268454766432,0.6811379234304271,0.6811713168782,3.339344777286701e-05,-0.03392869565974699,-0.018874263937368796,0.9087036615929707,-0.09403159725795938,0.5308508801637258,0.9542665088053622,0.19154282686886198,6,16,0.5,4.0,0.5,0.25,4,8,16,16,32,64,0.25,2,2.0816268160707488e-05,5.535713244106874e-07,5.223769412904067e-09,0.9051616222236583,0.002357870092027592,5,4.085620730620576e-14,12,6.281907696345183e-08,True,1.422424267816247e-07,9.384122848510742,21.729772090911865,tau0,-0.015533521367230926,0.0024775565865529457,0.8624426259821697,45.368322134017944
-0.00446614921308619,1.0998688874610034,1.1043350366740896,1.1040128165135765,0.000322220160513087,-0.011358563535187605,-0.004642448507538033,1.245817040534055,-0.06268773150530625,0.3931966572401996,0.9620245019054962,0.07124439034307932,6,16,0.8,4.0,0.75,0.375,4,8,16,16,32,64,0.25,2,6.065661318548722e-05,1.560359550280078e-06,1.2883374773725207e-08,0.876391971879924,0.0030280103709996453,9,1.8829382497642655e-12,12,2.1126543769111674e-08,True,5.313183002453314e-07,11.135167837142944,44.57989192008972,mass,-0.0028869870290570013,0.0015791621840291889,0.6464152654366961,69.18806982040405
